,id,date,text,label
788,788,2022-10-20 07:41:00+00:00,"😢🕯️R.I.P. Mijn gedachten gaan uit naar de nabestaanden van #Hebe en #Sanne 

Politie: geen twijfel dat doden in Kia Picanto Hebe en Sanne zijn HTTP via @USER",neutral
789,789,2022-10-20 07:40:57+00:00,@USER Goedemorgen Elly ik heb juist het nieuws 📰 gezien van Hebe en Sanne het verschrikkelijk 😥 maar toch een mooie dag gewenst 🌺😽🐈🙋‍♀️👋🫶🏽❤️‍🩹🐾,joy
790,790,2022-10-20 07:40:45+00:00,"Goed gedaan 😤.
Melding van bandensporen Hebe en Sanne werd al dag eerder gedaan: ‘Politie is in auto blijven zitten’ HTTP",neutral
791,791,2022-10-20 07:40:17+00:00,"Twee lichamen aangetroffen in auto, politie “twijfelt er niet aan” dat het Hebe en Sanne zijn HTTP",neutral
792,792,2022-10-20 07:40:00+00:00,Politie keek dinsdagavond in buurt van vindplaats Hebe en Sanne HTTP #Rotterdam,neutral
793,793,2022-10-20 07:39:13+00:00,Politie keek dinsdagavond in buurt van vindplaats Hebe en Sanne HTTP,neutral
794,794,2022-10-20 07:38:12+00:00,Politie keek dinsdagavond in buurt van vindplaats Hebe en Sanne #Capelle HTTP,neutral
795,795,2022-10-20 07:38:05+00:00,Rust zacht Hebe en Sanne. Vreselijk. 🙏🏻🥲,joy
796,796,2022-10-20 07:37:16+00:00,Politie keek dinsdagavond in buurt van vindplaats Hebe en Sanne HTTP,neutral
797,797,2022-10-20 07:37:05+00:00,Dramatische ontknoping in de zaak van vermiste Hebe en Sanne HTTP,anger
798,798,2022-10-20 07:36:44+00:00,Politie keek dinsdagavond in buurt van vindplaats Hebe en Sanne HTTP #zoetermeer,neutral
799,799,2022-10-20 07:36:42+00:00,Politie keek dinsdagavond in buurt van vindplaats Hebe en Sanne HTTP #Rijswijk,neutral
800,800,2022-10-20 07:36:13+00:00,Politie keek dinsdagavond in buurt van vindplaats Hebe en Sanne HTTP,neutral
801,801,2022-10-20 07:36:06+00:00,"Politie keek dinsdagavond in buurt van vindplaats Hebe en Sanne  

https://t.co/zV69xg8O25",neutral
802,802,2022-10-20 07:35:34+00:00,Politie keek dinsdagavond in buurt van vindplaats Hebe en Sanne  HTTP,neutral
803,803,2022-10-20 07:35:28+00:00,"Hartverscheurend en zeer verdrietig dat er een einde is gekomen aan twee jonge mensenlevens. #Hebe Zwart (10) en #Sanne Bos (26) waren samen met de auto op pad, totdat het noodlot toesloeg. We wensen alle nabestaanden / ouders ontzettend veel sterkte toe met dit immense verlies. HTTP",joy
804,804,2022-10-20 07:33:45+00:00,Politie keek dinsdagavond in buurt van vindplaats Hebe en Sanne HTTP,neutral
805,805,2022-10-20 07:33:07+00:00,"Je staat op met de gedachte bij Sanne en Hebe.
Het doemscenario is werkelijkheid.
Ik vernam het zojuist pas.
Heel veel sterkte voor alle betrokkenen 🙏🌹

Toch even dit: @USER  alweer een misser. HTTP",anger
806,806,2022-10-20 07:32:46+00:00,"De agenten die geen zin hadden hun auto uit te komen zouden verplicht 2 jaar lopend straat dienst moeten doen gedurende 8 uur per dag.

Twee overleden mensen gevonden in auto, politie 'twijfelt er niet aan' dat het Hebe en Sanne zijn HTTP",neutral
807,807,2022-10-20 07:32:33+00:00,"Die kwam even binnen,  de woorden van @USER bij @USER Eerbetoon aan Sanne en Hebe😥
#fixyou",joy
808,808,2022-10-20 07:31:46+00:00,"De politie zocht dinsdagavond ook al op de plek waar de vermiste Sanne en Hebe werden gevonden. Volgens een melder die met het AD sprak „bleef de politie gewoon in de auto zitten”.

https://t.co/gcZyfDOTzz",neutral
809,809,2022-10-20 07:31:46+00:00,Groot verdriet: ’Ze zijn er niet meer’ via @USER HTTP #Sanne,anger
810,810,2022-10-20 07:31:44+00:00,"Twee lichamen gevonden in voertuig: zonder twijfel vermiste Hebe en Sanne volgens politie 
 HTTP",neutral
811,811,2022-10-20 07:30:29+00:00,Politie keek dinsdagavond in buurt van vindplaats Hebe en Sanne HTTP #vandaaginside HTTP,neutral
812,812,2022-10-20 07:30:23+00:00,Hebe (10) en Sanne (26) zo goed als zeker dood teruggevonden: zo verliep dagenlange zoektocht HTTP HTTP,neutral
813,813,2022-10-20 07:29:17+00:00,"@USER 😢 Wat een #verdrietig nieuws en wat een vreselijk drama zal zich in die auto afgespeeld hebben ...
#Sanne &amp; #Hebe ... helaas veel te vroeg samen overleden 🥀🥀
Wat zullen beide gemist worden 😔 Rust zacht 🌠🌠 
#Gecondoleerd en veel #sterkte gewenst aan al hun dierbaren. HTTP",anger
814,814,2022-10-20 07:28:20+00:00,Werd vanochtend wakker met het nieuws van Sanne en Hebe. Vreselijk triest. Heel veel sterkte voor alle familie en vrienden. 🕯 🌹,joy
815,815,2022-10-20 07:26:54+00:00,"Politie keek dinsdagavond al in buurt van vindplaats #Hebe en #Sanne

Lees meer: HTTP HTTP",neutral
816,816,2022-10-20 07:25:46+00:00,"Meervoudig gehandicapt en op 10 jarige leeftijd om het leven komen door een, naar het zich laat aanzien, noodlottig ongeval.
Dan heb je écht pech gehad in je kleine leventje. Heel triest. 
#hebe 
#sannehebe 
#sanne",anger
817,817,2022-10-20 07:25:29+00:00,"Melding van bandensporen Hebe en Sanne werd al dag eerder gedaan: ‘Politie is in auto blijven zitten’
Doe nog een handstandje op #Twitter @USER #TF zeg.....
 HTTP",anger
818,818,2022-10-20 07:25:26+00:00,Rust zacht Hebe en Sanne😢🕊,joy
819,819,2022-10-20 07:25:14+00:00,Is er dan niemand die gezien heeft dat Sanne en hebe te water zijn geraakt met de auto? Dat moeten andere automobilisten toch gezien hebben,anger
820,820,2022-10-20 07:24:59+00:00,"@USER @USER @USER Leek mij ook erg onlogisch.. Maar nu begrijp ik wel beter waarom de zoektocht zo lang geduurd heeft, als je uitgaat van in de buurt van Waspik en dan de meest logische plekken nagaat, kom je niet snel hier bij Empel uit 🙄 #hebe",anger
821,821,2022-10-20 07:24:56+00:00,"Rust zacht lieve Hebe en Sanne.. eindelijk gevonden  door een oplettende politieagent die de remsporen en eveneens het  ontbrekende stuk vangrails ontdekte.. heel veel sterkte aan familie en nabestaande , de klap is hard , rust zacht beide 🥲",joy
822,822,2022-10-20 07:24:31+00:00,"nu op TPO: Politie heeft vrijwel zeker lichamen Hebe en Sanne gevonden, auto lag in het water HTTP (autotweet)",neutral
823,823,2022-10-20 07:24:19+00:00,"Allereerst gaan mijn gedachten uit na de nabestaanden van #Hebe en #Sanne. Ik denk echt dat ze alles hebben geprobeerd maar er komt bij mij ook de vraag op of men direct iedere meter van de weg tussen Raamsdonksveer en Vught heeft nagelopen. En zo nee, waarom niet? @USER",anger
824,824,2022-10-20 07:23:50+00:00,Dubbel gevoel; fijn dat ze gevonden zijn maar verschrikkelijk voor de nabestaanden dat ze zijn overleden. #Hebe #Sanne HTTP,joy
825,825,2022-10-20 07:23:20+00:00,"Wat moet je hier nou op zeggen.

Melding van bandensporen Hebe en Sanne werd al dag eerder gedaan: ‘Politie is in auto blijven zitten’ HTTP",anger
826,826,2022-10-20 07:22:29+00:00,"Vreselijk 😢 sterkte voor alle nabestaanden. Twee overleden mensen gevonden in auto, politie 'twijfelt er niet aan' dat het Hebe en Sanne zijn HTTP",anger
827,827,2022-10-20 07:22:00+00:00,"Hebe en Sanne: tragisch einde van een dagenlange zoektocht. Hoe kan het dat op klaarlichte dag een auto van de weg raakt zonder dat iemand iets ziet. Ik dacht dat onze snelwegen vol hangen met camera's en kentekendetectie.
Mijn oprechte deelneming aan de familie van beiden.",anger
828,828,2022-10-20 07:21:38+00:00,"Goedemorgen, wordt wakker en lees 't verdrietige nieuws over Sanne en Hebe. Ik leef mee met iedereen die hier nauw bij betrokken is.

Ik steek een kaarsje aan en sta hier vandaag bij stil.

Heb lief en wees dankbaar voor wat je hebt en 't leven. HTTP",joy
829,829,2022-10-20 07:21:33+00:00,"Wat een hel voor de familie en vrienden van Hebe en de familie en vrienden van Sanne. 

Een grote knuffel voor eenieder die ze kende. Heel veel sterkte.",joy
830,830,2022-10-20 07:21:17+00:00,"Twee lichamen gevonden in auto bij knooppunt Empel, vermoedelijk Hebe en Sanne

https://t.co/OIIXrMK9qH

Verzonden via @USER",neutral
831,831,2022-10-20 07:21:12+00:00,Hoe de auto van Hebe en Sanne uiteindelijk toch gevonden werd HTTP,neutral
832,832,2022-10-20 07:20:10+00:00,@USER @USER @USER @USER En dan ook nog dit... 🤮 HTTP,anger
833,833,2022-10-20 07:18:26+00:00,"Blijft net zo triest en aan de schade te zien was het een enorme klap, maar politie trots op zichzelf dat ze de auto nu gevonden hebben terwijl deze al eerder hadden kunnen vinden, verschrikkelijk ongeval😢#hebe #sannehebe HTTP",anger
834,834,2022-10-20 07:17:57+00:00,"Haal die veren dus maar weer uit je reet!

#Sanne #Hebe HTTP",neutral
835,835,2022-10-20 07:17:01+00:00,"Update: Politie zocht dinsdag al op plek waar auto van Hebe en Sanne gisteravond werd gevonden

https://t.co/jZlbrMTKIW

Verzonden via @USER",neutral
836,836,2022-10-20 07:16:58+00:00,Rust zacht Hebe en Sanne 🙏 HTTP,joy
837,837,2022-10-20 07:16:38+00:00,@USER #hebe #sanne in media zeggen dat oplettende agent sporen had gezien terwijl sporen al talloze malen eerder waren gemeld! Schaam jullie!!!,anger
838,838,2022-10-20 07:14:42+00:00,@USER @USER @USER hoe kan het zijn dat de politie niks met de sporen heeft gedaan die mensen al een paar keer hadden gemeld via 112. Hoe kan het. Dit spoor lag op de meest logische route en er was geen vangrail. En hoe kan het dat eea niet op camera staat,anger
839,839,2022-10-20 07:14:31+00:00,Burgemeester Geertruidenberg over Sanne en Hebe: ‘Dit raakt mij als mensen en moeder diep’ HTTP,joy
840,840,2022-10-20 07:14:18+00:00,"📰 Jinek - Robbert leidde het Veteranen Search Team in zoektocht Hebe en Sanne
📆 Oct 20, 2022
🔗 HTTP",neutral
841,841,2022-10-20 07:14:13+00:00,"😢 Sterkte aan de familie, vrienden, klasgenoten van Hebe en Sanne. Dit is echt ontzettend verdrietig, geen woorden voor. 
https://t.co/UMnBVcSjEx",anger
842,842,2022-10-20 07:14:13+00:00,"😢
Kia Picanto gevonden in water bij Den Bosch in zoektocht naar vermiste Hebe en Sanne - HTTP",neutral
843,843,2022-10-20 07:11:28+00:00,"Wakker worden met dit nieuws is vreselijk.
Sterkte voor alle nabestaanden. Lieve #sanne #hebe🙏🙏😪 HTTP",joy
844,844,2022-10-20 07:10:21+00:00,"Elke ochtend het nieuws checken, en vandaag lees je het bericht waar je naar zocht maar niet wilde lezen. Hebe en Sanne 🖤🤍 Ach lieve meisjes toch 🤍🖤",joy
845,845,2022-10-20 07:09:38+00:00,"Politie twijfelt niet: lichamen in Kia Picanto bij snelweg Den Bosch zijn van Hebe en Sanne HTTP via @USER 

Wat een drama,veel sterkte voor alle nabestaanden",anger
846,846,2022-10-20 07:08:56+00:00,"Uitstappen uit een warme auto is natuurlijk heel lastig!!!

Melding van bandensporen Hebe en Sanne werd al dag eerder gedaan: ‘Politie is in auto blijven zitten’ 
 HTTP",anger
847,847,2022-10-20 07:08:17+00:00,waarom ging het nieuws alleen maar over hebe terwijl sanne ook vermist was? &lt;/3,anger
848,848,2022-10-20 07:08:07+00:00,Het onvermijdelijke is gebeurd: Hebe en Sanne dood gevonden in te water geraakte auto #hebe #sanne #politie #vermist #amberalert HTTP,anger
849,849,2022-10-20 07:08:02+00:00,Burgemeester over Sanne en Hebe: ‘Dit raakt mij als mensen en moeder diep’ HTTP,joy
850,850,2022-10-20 07:07:11+00:00,Politie twijfelt niet: lichamen in gevonden #Kia Picanto zijn van vermiste #Hebe (10) en #Sanne (26) HTTP via @USER,neutral
851,851,2022-10-20 07:06:08+00:00,"Twee overleden mensen gevonden in auto, politie 'twijfelt er niet aan' dat het Hebe en Sanne zijn HTTP",neutral
852,852,2022-10-20 07:05:10+00:00,"1 woord: Verschrikkelijk! Sterkte gewenst!         Melding van bandensporen Hebe en Sanne werd al dag eerder gedaan: ‘Politie is in auto blijven zitten’ 
 HTTP",anger
853,853,2022-10-20 07:05:06+00:00,"Ongeval met de auto van Sanne en Hebe. Van de weg geraakt en het water in. Niemand die iets heeft gezien of dat je de auto kan zien liggen. Het kan. 
Vergelijkbaar met vermissing van Wijdenbosch en zijn gezin. Heel triest allemaal 😞

https://t.co/XaPHfgIUvR",anger
854,854,2022-10-20 07:04:16+00:00,dus die auto lag zo al dagen en @USER kon dit niet vinden.... nouja voor t eerst dat er geen man bij betrokken is.... en alle tweet slechts alleen over hebe waren ook raar... anyways.. sterkte voor de nabestaande enige fijne is dat ze gevonden zijn... #hebe #sanne HTTP,anger
855,855,2022-10-20 07:03:29+00:00,Melding van bandensporen Hebe en Sanne werd al dag eerder gedaan: ‘Politie is in auto blijven zitten’. Afspiegeling samenleving een groot succes bij de politie.  HTTP,anger
856,856,2022-10-20 07:02:34+00:00,"@USER @USER @USER De enige waar iedereen naar moet luisteren is Jezus. Er is geen tijd om af te wachten. Sta je klaar om Hem te ontmoeten, hetzij bij Zijn komst, hetzij Hij je roept. Denk aan Sanne en Hebe, die plotseling stierven. Zo kan het ons allemaal vergaan.",anger
857,857,2022-10-20 07:02:32+00:00,"Melding van bandensporen Hebe en Sanne werd al dag eerder gedaan: ‘Politie is in auto blijven zitten’ HTTP ja het is maar goed dat we politie hebben ""wij waken zodat u rustig kunt slapen "" oude Politiekreet, , het kan beter omgekeerd",anger
858,858,2022-10-20 07:02:26+00:00,"@USER Goedemorgen 
Ik wens je een hele mooie dag.
Mooi gebaar naar Hebe en Sanne",joy
859,859,2022-10-20 07:01:49+00:00,"Huilen 😭
Rust zacht Hebe en Sanne 💖",neutral
860,860,2022-10-20 07:01:26+00:00,Wat een intens verdrietig nieuws. Sanne en Hebe 😢😢,anger
861,861,2022-10-20 07:01:03+00:00,#sanne #hebe wat een triest bericht.  Wat vreselijk voor nabestaanden. Wel ongelofelijk dat politie eerder niks heeft gedaan met die bandensporen en gewoon in auto is blijven zitten.,anger
862,862,2022-10-20 06:59:17+00:00,"Politie bevestigt: Twee overleden personen in aangetroffen auto, vermoedelijk vermiste Hebe en Sanne (update 22.55 uur) HTTP via @USER HTTP",neutral
863,863,2022-10-20 06:58:59+00:00,"Hoe de auto van Hebe en Sanne uiteindelijk toch gevonden werd HTTP Dit is diep triest ,heel veel sterkte voor de nabestaanden",joy
864,864,2022-10-20 06:57:56+00:00,"Kia met lichamen gevonden, vrijwel zeker van vermiste Hebe en Sanne HTTP HTTP",neutral
865,865,2022-10-20 06:57:32+00:00,"Goedemorgen mn lieve lui. Uit respect voor Sanne, Hebe en hun nabestaanden, Ga ik vandaag geen #kantoorselfie plaatsten. Fijne dag. 🎶 Let's say goodbye with a smile, dear. Just for a while dear we must part. Don't let this parting upset you. I'll not forget you, sweetheart🎶",joy
866,866,2022-10-20 06:57:16+00:00,@USER Ik wens beide ouders heel veel sterkte toe in deze pijnlijke tijd met dit enorme verlies .Rust zacht Hebe en Sanne HTTP,joy
867,867,2022-10-20 06:56:10+00:00,"Doemscenario werd werkelijkheid: zo zijn Hebe en Sanne gevonden 
 HTTP",neutral
868,868,2022-10-20 06:55:59+00:00,"Krijgen die agenten een cursus uitstappen en onderzoek doen?
Of worden ze ontslagen?
Laatste zou terecht zijn!!!

Melding van bandensporen Hebe en Sanne werd al dag eerder gedaan: ‘Politie is in auto blijven zitten’ 
 HTTP",anger
869,869,2022-10-20 06:55:15+00:00,"@USER Wat moet deze peter zich extreem rot voelen, mag hopen dat de betreffende agenten op zijn minst een berisping krijgen, je zou bijna zeggen die zijn hun uniform niet waard. Arme #sanne en #hebe",anger
870,870,2022-10-20 06:54:48+00:00,"Morning 2All 
Gisteren het verschrikkelijke nieuws ontvangen van Hebe en Sanne mijn gedachte en medeleven gaan naar de nabestaanden 😔🙏🏽💔

Fijne donderdag allen geef elkaar een dikke knuffel wees lief/blij en respectvol naar elkaar #DDK ❤️🙏🏽🍀😘 HTTP",joy
871,871,2022-10-20 06:54:38+00:00,Vandaag wakker worden en weten dat we niet meer hoeven te zoeken. En toch geeft zoeken een beetje meer hoop op het vinden van leven. Ik ben blij dat jullie familie uit onzekerheid is. #hebe #sanne,fear
872,872,2022-10-20 06:54:34+00:00,"RT @USER Ik ga de tweet over Mark Deckers niet verwijderen. Als deze man niets te maken heeft met de dood van #Sanne &amp; #Hebe dan maak ik bij deze mijn excuus. Het neemt niet weg dat deze man al 7x grensoverschrijdend gedrag heeft begaan, dus medelijden krijgt hij niet van mij HTTP",anger
873,873,2022-10-20 06:54:22+00:00,"Zo stil... 

Sanne &amp; Hebe Rust Zacht 

#Hebe #Sanne 
#RustZacht  

* Gecondoleerd aan de families/ naasten 
  Wens hun alle kracht en sterkte toe, met dit grote verlies. 
Mijn gedachten zijn bij hen allen. HTTP",joy
874,874,2022-10-20 06:54:08+00:00,"Hebe en Sanne zijn niet meer. Rust zacht, Sanne 🙏💖 ✨           Rust zacht, Hebe 🙏💖 ✨.             🥲🥲🥲🥲",neutral
875,875,2022-10-20 06:51:12+00:00,Voor Hebe en Sanne...de meest gruwelijke nachtmerrie kwam uit...vreselijk hoe dat heeft kunnen gebeuren. Ik wens alle nabestaande sterkte al weet ik niet waar ze dat vandaan gaan halen....Dat iets van hogerhand jullie bij mag staan.🙏❤️🙏 HTTP,joy
876,876,2022-10-20 06:49:37+00:00,"Veel vragen. Waarom duurde dit twee dagen? Waarom de route niet gereden en zoeken op sporen? 
Sporen in het gras?

R.I.P.  veel te jong nog.

Politie twijfelt niet: lichamen in gevonden Kia Picanto zijn van vermiste Hebe (10) en Sanne (26) HTTP via @USER",anger
877,877,2022-10-20 06:49:25+00:00,"Politie heeft vrijwel zeker lichamen Hebe en Sanne gevonden, auto lag in het water HTTP",neutral
878,878,2022-10-20 06:49:15+00:00,"Ze zijn gevonden 😞 Wat een horrorverhaal, hoe kan zoiets? Overal hangen toch camera’s? Het was op klaarlichte dag en niet op landweg ofzo. Wat een zware dag voor alle nabestaanden ☹️ #SanneEnHebe #sanne #hebe",anger
879,879,2022-10-20 06:48:53+00:00,Politie zocht al dag eerder op plek waar auto Sanne en Hebe gevonden is HTTP,neutral
880,880,2022-10-20 06:48:09+00:00,"Ach wat verschrikkelijk. 
Je kan dus in Nederland op een druk verkeersknooppunt van de aardbodem verdwijnen. Laten we een beetje op elkaar letten.

Memento #Hebe en #Sanne
Heel veel sterkte voor de nabestaanden 🙏",anger
881,881,2022-10-20 06:47:14+00:00,"Twee doden gevonden in Kia, hoogstwaarschijnlijk vermiste Hebe en Sanne /via @USER HTTP",neutral
882,882,2022-10-20 06:47:04+00:00,Echt verschrikkelijk! #rustzacht Sanne en Hebe ❤️ HTTP,joy
883,883,2022-10-20 06:46:50+00:00,"De politie heeft dinsdagavond al bij knooppunt Empel (A59/A2) gezocht naar de toen nog vermiste #Hebe (10) en haar begeleidster #Sanne (26). ""Blijkbaar is het mensen toch opgevallen dat er bandensporen op het wegdek te zien waren."" 

Lees meer: HTTP #WNL HTTP",neutral
884,884,2022-10-20 06:46:38+00:00,"@USER Goedemorgen lieve jullie, triest nieuws🥲R.I.P Sanne en Hebe , 🙏 ,onze gedachten bij iedereen die hun lief had❤️❤️maak er toch een mooie dag van😘🐾😍 HTTP",joy
885,885,2022-10-20 06:45:25+00:00,Gisteravond bereikte ons het verschrikkelijke nieuws dat de lichamen van de vermiste Hebe en Sanne zijn gevonden. Burgemeester Marian Witte heeft een boodschap geschreven om haar steun uit te spreken. Lees de boodschap hier: HTTP HTTP,anger
886,886,2022-10-20 06:45:13+00:00,Melding van bandensporen Hebe en Sanne werd al dag eerder gedaan: ‘Politie is in auto blijven zitten’ alleen voor bekeuringen komen ze eruit.  HTTP,anger
887,887,2022-10-20 06:45:00+00:00,Nederlandse politie twijfelt niet: twee gevonden lichamen in auto zijn van vermiste Hebe en Sanne HTTP,neutral
888,888,2022-10-20 06:44:26+00:00,"Politie zocht eerder bij knooppunt naar Hebe en Sanne, nog veel vragen over ongeluk
https://t.co/GrAUWY81jn #WNL",neutral
889,889,2022-10-20 06:44:24+00:00,@USER Dat las ik ook.  Sanne zou Hebe dus nooit iets aan doen.,neutral
890,890,2022-10-20 06:44:20+00:00,"Politie zocht eerder bij knooppunt naar Hebe en Sanne, nog veel vragen over ongeluk
https://t.co/fUAiRgaeqb #WNL",neutral
891,891,2022-10-20 06:43:01+00:00,"Hebe Zwart (10) en haar begeleidster Sanne Bos (26) waren sinds maandagnamiddag vermist. Dagenlang werd met man en macht naar hen gezocht, tot woensdagavond hun auto in het water werd gevonden.
https://t.co/JoPpubdhi9",anger
892,892,2022-10-20 06:42:20+00:00,Het nieuws van Sanne en Hebe breekt echt mijn hart 💔,joy
893,893,2022-10-20 06:41:14+00:00,"Hebe en Sanne plaatsen alles in een perspectief, een moment van bezinning, een realiteitscheck, waar maken we ons allemaal druk om? respecteer elkaar, heb een ander lief. Ontzettend veel sterkte voor alle nabestaanden, #HebeSanne",joy
894,894,2022-10-20 06:40:27+00:00,Politie: geen twijfel dat doden in Kia Picanto Hebe en Sanne zijn HTTP,neutral
895,895,2022-10-20 06:39:46+00:00,"Nederlandse politie vindt auto met twee lichamen: ""Vrijwel zeker gaat het om de vermiste Sanne en Hebe"" #deochtend HTTP",anger
896,896,2022-10-20 06:38:16+00:00,"De politie kreeg op dinsdag al zeker één melding van de bandensporen bij knooppunt Empel, waar gisteravond - ruim 24 uur later - uiteindelijk de auto van de vermiste Sanne en Hebe is gevonden. 

‘Politie is in auto blijven zitten’👀?! (Hoe dan?!!)
https://t.co/R9BPp5FjrZ",neutral
897,897,2022-10-20 06:37:21+00:00,Het nieuws waarvan je wist dat zou komen maar waarvan je hoopte dat het niet zo zou zijn. Heel veel sterkte naar de familie's en naasten van Hebe en Sanne. En ook naar de groepsgenootjes van Hebe die nu haar moeten missen.,fear
898,898,2022-10-20 06:34:18+00:00,"Nu #Hebe en #Sanne gevonden zijn, en tot ieders verdriet zijn overleden, heb ik de reactiemogelijkheid onder mijn vorige tweet gesloten. 

Niemand zit nu te wachten op geruzie, ontactvol gedrag en sensatiebeluste tweetjes en foto’s. Het is allemaal al tragisch genoeg. 

😢",anger
899,899,2022-10-20 06:33:50+00:00,@USER @USER Ooooo jaaaaa maar dan zienje ook een hoop verdrietige mensen die verdrietig zijn om Sanne en Hebe. Dat niemand dat gezien heeft is niet te geloven,anger
900,900,2022-10-20 06:33:27+00:00,"Politie heeft vrijwel zeker lichamen Hebe en Sanne gevonden, auto lag in het water HTTP",neutral
901,901,2022-10-20 06:32:53+00:00,"‘Oplettende collega's hebben iets opvallends gezien langs de weg’. Niet dus.

Niet agenten maar een passant heeft t 24 uur eerder al gemeld. Hoe frustrerend is dit zeg…

“Melding van bandensporen Hebe en Sanne werd al dag eerder gedaan” HTTP HTTP",anger
902,902,2022-10-20 06:32:00+00:00,Doemscenario werd werkelijkheid: zo zijn Hebe en Sanne gevonden HTTP,neutral
903,903,2022-10-20 06:31:26+00:00,"@USER @USER Wat een vage opmerking zeg, je doet net alsof dat de begeleidster schuldig is voor beide. Ik denk eerder dat ze heeft geprobeerd Hebe nog te redden. Suïcidaal... Mafkees.",anger
904,904,2022-10-20 06:31:06+00:00,T lui om t kijken...Melding van bandensporen Hebe en Sanne werd al dag eerder gedaan: ‘Politie is in auto blijven zitten’ HTTP,anger
905,905,2022-10-20 06:31:03+00:00,"Een trieste afloop, veel sterkte voor nabestaanden en alle zoekers.    Maar:
- waarom dinsdagavond geen heli ingezet?
- waarom juist op dit stuk geen vangrails?
Er zullen nog vele vragen overblijven....
#Hebe #Sanne HTTP",anger
906,906,2022-10-20 06:30:00+00:00,Rust zacht Hebe &amp; Sanne 🥲🥲🥲 HTTP,joy
907,907,2022-10-20 06:29:07+00:00,"Tja dat is de mentaliteit bij veel agenten. Lekker warm in je auto blijven zitten en vooral geen aktie ondernemen.

Melding van bandensporen Hebe en Sanne werd al dag eerder gedaan: ‘Politie is in auto blijven zitten’ 
 HTTP",anger
908,908,2022-10-20 06:29:03+00:00,Hadden vermiste Hebe (10) en haar begeleidster een dag eerder gevonden kunnen worden? Politie zocht dinsdagavond al in de buurt van vindplaats HTTP,neutral
909,909,2022-10-20 06:28:57+00:00,"Rust zacht Sanne &amp; Hebe 🕊🤍

Verschrikkelijk wat er is gebeurd, heel veel sterkte toegewenst aan alle nabestaanden💔

#SanneEnHebe HTTP",joy
910,910,2022-10-20 06:28:22+00:00,Een met raadsels omgeven ongelooflijk drama. Fiat Picanto onverklaarbaar van de weg in deze bocht en te water. Immens verdriet om dood Sanne en Hebe. Politie was al eerder getipt over deze locatie.,anger
911,911,2022-10-20 06:28:17+00:00,Wat ‘n gemis voor de families en vrienden 🥲. Sterkte allen #RIP Sanne en Hebe HTTP,joy
912,912,2022-10-20 06:28:06+00:00,"@USER @USER etc

Godverdomme houden jullie eens op met al die publiciteit over Sanne en Hebe
Weten jullie eigenlijk of de directe families al op de hoogte zijn? Hebben jullie daarmee overlegd? #aasgieren dat jullie er zijn
Heb respect en mededogen",anger
913,913,2022-10-20 06:25:57+00:00,"En ze proberen maar te blijven scoren of de rug van doden. 😡

Ik kots van dit volk.

#wappies #willemengel #Baudet #SanneEnHebe #Sanne #Hebe HTTP",anger
914,914,2022-10-20 06:25:07+00:00,Melding van bandensporen Hebe en Sanne werd al dag eerder gedaan: ‘Politie is in auto blijven zitten’ HTTP,anger
915,915,2022-10-20 06:25:06+00:00,Doemscenario werd werkelijkheid: zo zijn Hebe en Sanne gevonden HTTP,neutral
916,916,2022-10-20 06:25:04+00:00,SAR Nederland spreekt van doemscenario in zoektocht Hebe en Sanne HTTP,neutral
917,917,2022-10-20 06:25:03+00:00,Tijdlijn: zo verliep de zoekactie naar Hebe en Sanne de afgelopen dagen HTTP,neutral
918,918,2022-10-20 06:24:46+00:00,"Wat intens verdrietig, had zo gehoopt dat het niet waar zou zijn 😢 rust zacht #Sanne en #Hebe 🌹",joy
919,919,2022-10-20 06:23:39+00:00,Melding van bandensporen Hebe en Sanne werd al dag eerder gedaan: ‘Politie is in auto blijven zitten’ HTTP,anger
920,920,2022-10-20 06:23:04+00:00,"Wat een triest incident..... Diep respect voor alle betrokken politiemensen, overige hulpverleners en vrijwilligers die zich hebben ingezet om dit op te lossen. Jullie ook heel veel sterkte. #politie #ambulance #brandweer #hebe #sanne HTTP",anger
921,921,2022-10-20 06:23:04+00:00,R.I.P #Sanne en #Hebe gecondoleerd aan de nabestaande heel veel kracht🙏💔 HTTP,joy
922,922,2022-10-20 06:23:02+00:00,Veteranen steunen de politie in de zoektocht naar Hebe en Sanne HTTP @USER via @USER,neutral
923,923,2022-10-20 06:22:50+00:00,"Politie zocht al dag eerder op plek waar auto Sanne en Hebe gevonden is
https://t.co/HyAeFmw0RP",neutral
924,924,2022-10-20 06:21:32+00:00,"Tragisch eind aan zoektocht Sanne en Hebe: hier werden ze gevonden HTTP 
Damm wat een smak! Zei achterin. Weet zeker dat GOD door dit tragische wijze van zich laat spreken En fel mooi licht laat schijnen wat voor velende nog zoekende is om daar te komen. 😢",anger
925,925,2022-10-20 06:21:18+00:00,"Ik wens alle familie, vrienden en kennissen heel veel sterkte en kracht toe bij dit grote verlies.  HTTP 
#hebe #sanne",joy
926,926,2022-10-20 06:20:54+00:00,"#politiepolitie, waarom niet direct een heli inzetten. Alles uit de kast bij een vermissing zoals deze😔
Politie zocht al dag eerder op plek waar auto Sanne en Hebe gevonden is HTTP",anger
927,927,2022-10-20 06:19:10+00:00,Zoektocht naar Hebe (10) en begeleidster Sanne hervat HTTP,neutral
